clean_review,aspect,y
wonderful productbefore purchase ni note 9 pro hesistate -PRON- love phonenice worth money great performance product delivery -PRON- always flipkart fastersaferoriginal always,battery,1
overall mi lite 11 good one phone range battery backup performance highly suggest everyone buy phone -PRON- value money,battery,1
product good worth money handle day day multitaske job camera quality well flipkart exchange value -PRON- show get much low exchange even genuine case -PRON- well website even good mobile -PRON- pay much exchange value,battery,1
phone great charger 18 watt charger take phone abnormal 5 watt slow charge idle -PRON- -PRON- sell 18 watt fast charger slow pay cash -PRON- phone,battery,0
good product super fast processor well sound quality camera quality superb battery capacity good good phone low price,processor,1
-PRON- 10 month phone feel outdated way brilliant clear cameraexcellent battery lifeperformance powerpacke solid build perfect rounder redmi,battery,1
-PRON- good product miit werk good -PRON- rate okoverall -PRON- good product smart people,battery,1
phone design bad back camera little bad worsen rare camera badly -PRON- rating design 5 5front camera 2 5rare camera 4 5,battery,0
-PRON- awesome phone unreasonable price really dislike -PRON- design look outstanding stop -PRON- u want end gud phone grab fantastic mobile,phone,0
note 7 pro amazing camera say -PRON- starve nasty gaming -PRON- super never see forget -PRON- must prefer phone,battery,0
use phone 3 month n say -PRON- worth money bad quality sound display battery bug soothe -PRON- calm time around 2 5 3 hrs,battery,0
hate phone -PRON- superb -PRON- malfunction fast -PRON- heavy weight actually hate phone,phone,0
-PRON- second redmi phone phone awesome hear people say miui evil badly dislike -PRON- -PRON- smooth poco luncher unmake -PRON- imperfect also lose ad,delivery,0
colour deluxe performance great official work heavy user play game rate -PRON- good student low budget sdm439 great love -PRON-,battery,1
far good upgrade mi 5 k20 pro display quality good could well color reproduction punchy samsung devicesperformance top notch camera good camera compare mi5 2016 phone surprisingly see difference speaker quality good loudoverall -PRON- value money deal,battery,1
redmi 4a bad mobile mi brand rough unfashionable look camera bad awesome phone really like -PRON- thank mi,battery,0
camera good portrait mode good battery life decent performance processor good overall -PRON- value money mobile 8000,battery,1
great phone get -PRON- great price 25k extra 5k exhange offer price phone great steal doubt phone great performance also buy -PRON- fix exchange price 245k one year -PRON- win win -PRON-,battery,1
display camera awesome performance badly worth price battery bad -PRON- go 5 g -PRON- marvellous andtotally evil phone,battery,0
-PRON- -PRON- last xiaomi unhappy abou -PRON- cool issuesgood design excellent camera great battery life great display fast processor butter roughen touch google app preloade bad network reception,battery,0
beast indeed -PRON- back awesome con accord -PRON- miui prefer impure android since little cloudy snappy juz love -PRON- imperfect rounder phone,battery,0
-PRON- amazing 6 gb ram offer great speed even compare -PRON- oneplus6 case -PRON- outperform phone camera amazing automatic mode bad -PRON- camera 2 api disable -PRON- use google cam easily overall value money really impressed,battery,0
hate phone dislike -PRON- feature amazing thing finger print sensorjust hate -PRON-,phone,0
iam full happy satisfied product thank -PRON- hubby choose super gift,battery,1
bad expect performance unbeatable leave meagerly discharge hour unhappy overall look,battery,0
thank -PRON- redmi take away wonderful mobile disclaim redmi mobile last time unhappy -PRON- people forget obviate -PRON- forget extra stop blindly,battery,0
one word false mastervalue money review -PRON- 3 month use definitely say refuse wrong decisionflawless performance great camera one thing -PRON- would great -PRON- provide 27w charger -PRON- negate otherwise great phone,battery,0
good deal ever -PRON- life thi mobile cool -PRON- feature available rare price mi good company online purchasing,battery,1
must buy good phone price range nice look superb display good camera side mount fingerprint sensor awesome overall good phone market thank flipkart,battery,1
like much product good colour performance thank flipkart staff member support -PRON- thank tell -PRON- buyer buy product good excellent product,battery,1
phone good camera potrait mode nice isnot impressive performance -PRON- hang manier timesall -PRON- worth -PRON- choice,battery,1
nasty product sell -PRON- super performance extinguish weight camera performance bad battery power nasty display size evil hd plus like immobile thanku,battery,0
superb quality first thank flipkart mino cornsall pro battery performance excellent camera also superb picture qualitythis 3rd mi brand phone purchasedvalue money cheap good qualityi really love phoneif -PRON- want buy need think -PRON- buy blindly,battery,1
good product qualcom snapdragon processor u look good phone secondary use purpose low budget -PRON- may go -PRON-,battery,1
pictur take google cam battry backup awesome full day heavy usageno lag pubg smooth high grafic settingday light performance nicebut low light performance camera average night sight google cam batt stack camera night modam happy -PRON-,processor,1
1no phone priceawesome display n android onecamera quality awsome batterycon _ sometimes blur issue camera night mode 10w chargerno earphone,battery,0
-PRON- bad phone average day day use camera pretty okay 13mp sensor also 5year new samsung j7 13mp -PRON- seriously perform ill -PRON- samsung good avg games pubg low setting work quite smoothly battery last long,battery,0
today box red circle redmi 8 wao -PRON- cross mark good anguish face -PRON- price range overall awesome camera quality nasty value money battery backup also superb smile face hearteye,battery,0
nice product pricerecomend -PRON- require phone below7kbattery gooddisplayui goodsound quality fairly loudcamera quality best pricevalue moneyone downside -PRON- fingerprint sensorbut face unlock facility fast enough,battery,1
-PRON- amazing phone value money superb camera battery quality would reffer must sell product -PRON- safely pack leave transparent cover charger unhappy end thanku filpkart,battery,0
use model grateful awesome mobile pro 55display 54camera 54ram 535rom 535gaming exp goodallover mobile good price,battery,1
price worth item impersonally recommend every one sell one -PRON- unreasonably awesome,delivery,0
super phone price value money hate phone excellent thank flipkart deliver time delivery boyz supeb,delivery,0
get thing time sapphire blue look awesome feel solid hand camera good price range display awesome -PRON- fhd panel overall great deal mine ok hand ok hand,delivery,1
superb good mob prize refer -PRON- perfect class receive mob good package deliver bfore 2days tks flipcart team,battery,1
evil phone price good leave rear back bright 18 9 ratio displaybattery backup evil,battery,0
-PRON- really bad phone rough tender bad battery life camera really bad much whitesh overall bad phone,battery,0
-PRON- evil phone 8k budget battery performance ill phone screen uncomfortably little watch line series -PRON- ever end hang although install 25 app playstore overall -PRON- evil -PRON- unworthy product 8kthanks redmi flipkart,battery,0
